geohash6,label_weekly_raw,label_weekly,label_daily,label_quarterly,active_rate
qp0d4c,5,3,3,2,0.6933060109289617
qp0d4d,0,7,3,1,0.2624658469945355
qp0d4e,5,2,3,7,0.8808060109289617
qp0d4f,0,0,1,4,0.2967896174863388
qp0d4g,0,7,3,1,0.3311133879781421
qp0d4h,0,0,0,0,0.005976775956284153
qp0d4j,0,0,1,0,0.006318306010928962
qp0d4m,0,0,1,4,0.00017076502732240437
qp0d4n,0,2,0,5,0.5543032786885246
qp0d4q,5,3,0,2,0.7518784153005464
qp0d4s,2,3,4,7,0.9361338797814208
qp0d4t,5,2,3,7,0.7971311475409836
qp0d4u,0,2,4,7,0.4530396174863388
qp0d4v,0,6,0,7,0.38524590163934425
qp0d4w,2,3,4,2,0.9123975409836066
qp0d4y,0,5,3,3,0.2612704918032787
qp0d50,2,7,3,7,0.8206967213114754
qp0d51,5,2,3,7,0.7624658469945356
qp0d52,5,2,3,7,0.7873975409836066
qp0d53,5,2,4,5,0.7925204918032787
qp0d54,5,2,1,7,0.6994535519125683
qp0d55,0,7,3,1,0.17793715846994534
qp0d56,0,4,1,3,0.07137978142076502
qp0d57,0,4,1,0,0.014002732240437158
qp0d58,5,2,4,5,0.7771516393442623
qp0d59,0,7,3,7,0.18510928961748635
qp0d5b,0,2,0,7,0.5580601092896175
qp0d5c,0,4,3,1,0.08726092896174864
qp0d5d,0,0,0,0,0.019296448087431695
qp0d5e,0,4,0,1,0.06215846994535519
qp0d5f,0,3,4,2,0.530396174863388
qp0d5g,0,5,4,1,0.25221994535519127
qp0d5h,0,4,5,7,0.04781420765027322
qp0d5j,0,4,1,7,0.03312841530054645
qp0d5k,0,0,1,0,0.0006830601092896175
qp0d5m,0,5,0,5,0.1437841530054645
qp0d5n,0,0,1,0,0.0020491803278688526
qp0d5q,0,0,1,0,0.01485655737704918
qp0d5s,0,4,1,0,0.0010245901639344263
qp0d5t,0,4,1,1,0.03551912568306011
qp0d5u,0,5,1,3,0.04422814207650273
qp0dh0,0,2,0,7,0.6965505464480874
qp0dh1,0,5,1,2,0.14737021857923496
qp0dh2,0,2,4,5,0.3833674863387978
qp0dh3,0,5,1,5,0.12380464480874318
qp0dh4,0,3,3,2,0.6782786885245902
qp0dh5,0,5,4,0,0.2303620218579235
qp0dh6,0,2,3,5,0.42827868852459017
qp0dh7,0,2,4,7,0.31796448087431695
qp0dh8,2,7,3,1,0.7523907103825137
qp0dh9,2,2,4,7,0.8833674863387978
qp0dhb,2,2,3,5,0.9673838797814208
qp0dhc,0,7,3,7,0.3201844262295082
qp0dhd,0,5,1,7,0.13217213114754098
qp0dhe,2,3,4,2,0.8587773224043715
qp0dhf,0,4,1,0,0.011099726775956284
qp0dhg,0,2,0,5,0.592896174863388
qp0dhh,0,2,0,5,0.3550204918032787
qp0dhj,0,4,4,0,0.012636612021857924
qp0dhk,0,2,4,5,0.6302937158469946
qp0dhm,0,4,1,5,0.06403688524590163
qp0dhq,0,2,1,5,0.4072745901639344
qp0dhs,0,7,3,1,0.7457308743169399
qp0dht,2,3,0,2,0.8960040983606558
qp0dhu,0,4,6,5,0.04918032786885246
qp0dhv,0,4,1,5,0.08657786885245902
qp0dhw,5,7,3,7,0.8630464480874317
qp0dhy,0,4,0,0,0.06318306010928962
qp0dj0,2,3,3,2,0.9380122950819673
qp0dj1,2,3,4,2,0.8900273224043715
qp0dj2,0,5,3,7,0.2848360655737705
qp0dj3,0,2,3,5,0.28244535519125685
qp0dj4,0,2,3,7,0.6834016393442623
qp0dj5,5,2,3,7,0.7168715846994536
qp0dj6,0,7,3,1,0.5812841530054644
qp0dj7,5,3,3,2,0.8184767759562842
qp0dj8,0,5,1,6,0.2260928961748634
qp0dj9,0,2,3,5,0.20440573770491804
qp0djb,0,4,1,1,0.01605191256830601
qp0djc,0,5,0,7,0.12721994535519127
qp0djd,0,2,1,5,0.23975409836065573
qp0dje,0,2,3,5,0.2074795081967213
qp0djf,0,4,1,5,0.04047131147540984
qp0djg,0,7,3,1,0.1094603825136612
qp0djh,0,2,4,5,0.5594262295081968
qp0djj,0,2,0,5,0.33008879781420764
qp0djk,0,2,4,5,0.5614754098360656
qp0djm,0,2,3,7,0.6581284153005464
qp0djn,0,4,4,1,0.07342896174863388
qp0djq,0,2,3,5,0.5643784153005464
qp0djs,0,2,3,5,0.2708333333333333
qp0djt,0,2,4,5,0.2303620218579235
qp0dju,0,0,5,0,0.011270491803278689
qp0djv,0,4,1,0,0.0233948087431694
qp0djw,0,5,1,5,0.10621584699453553
qp0djy,0,4,1,7,0.24077868852459017
qp0dn0,0,0,0,0,0.015881147540983607
qp0dn1,0,4,1,1,0.2069672131147541
qp0dn4,0,4,3,1,0.03825136612021858
qp0dn5,0,4,1,3,0.05703551912568306
qp0dnh,0,4,1,0,0.03090846994535519
qp0dnj,0,5,0,3,0.22831284153005466
qp0dnn,0,4,3,0,0.021687158469945355
